,Condition de prescription ou de délivrance,DesPharma,Dosage subst,Forme pharmaceutique,Nom,Nom subst,Type de générique,Voie d'administartion,cip7,cis,prix
3116,,poudre,q s p 10 milliards de LACTOBACILLUS L B inactivés dans 800 mg de poudre,gélule,PERMIXON 160 mg  gélule,LACTOBACILLUS FERMENTUM,,orale,4902567,62108292,0
3117,,poudre,1 g,comprimé,KLIPAL CODEINE 300 mg/25 mg  comprimé,CÉFÉPIME,,orale,3574865,62110311,1.62
3118,,comprimé,90 mg,solution,LYRICA 20 mg/ml  solution buvable,TICAGRÉLOR,,orale,4170147,62110699,42.02
3119,,gélule,200 00 mg,solution à diluer pour perfusion,ONPATTRO 2 mg/ml  solution à diluer pour perfusion,FLUCONAZOLE,,intraveineuse,3015842,62111751,0
3120,,comprimé,75 microgrammes,solution buvable en gouttes,SEROPLEX 20 mg/ml  solution buvable en gouttes,LÉVOTHYROXINE SODIQUE,,orale,3820459,62111790,12.22
3121,,comprimé,600 mg,gélule gastro-résistant(e),OMEPRAZOLE CRISTERS PHARMA 20 mg  gélule gastro-résistante,CHLORURE DE POTASSIUM,,orale,4975514,62112248,0
3122,,comprimé,30 00 mg,poudre et  solvant pour solution injectable,CEFTRIAXONE ARROW 1 g/10 ml  poudre et solvant pour solution injectable (IV),CHLORHYDRATE DE PSEUDOÉPHÉDRINE,,intraveineuse,3574486,62113300,6.11
3123,,capsule,400 mg,comprimé pelliculé,OLANZAPINE TEVA 10 mg  comprimé pelliculé,IBUPROFÈNE,,orale,3834740,62113318,11.33
3124,,comprimé,27 800 mg,solution buvable,HEPANEPHROL  solution buvable en flacon,SÉNÉ (FEUILLE DE) (EXTRAIT SEC DE),,orale,3012514,62113485,0
3125,,comprimé,160 mg,comprimé,PRAZEPAM EG 10 mg  comprimé,VALSARTAN,,orale,3975512,62113528,2.00
3126,,solution,14 g,solution injectable,FRAGMINE 12 500 U.I. anti-Xa/0 5 ml  solution injectable en seringue pré-remplie,ALANINE,,sous-cutanée,3974323,62114270,33.51
3127,,comprimé,10 00 mg,poudre et  solvant pour solution injectable,CLAMOXYL 1 g  poudre et solvant pour solution injectable (I.M.),TAMOXIFÈNE BASE,,intramusculaire,3233207,62116435,1.15
3128,,comprimé,100 mg,solution injectable,FRAXIPARINE 3 800 U.I. Axa/0 4 ml  solution injectable (S.C.) en seringue pré-remplie,LUMACAFTOR,,sous-cutanée;voie extracorporelle autre,3007351,62116606,40.84
3129,,gélule,25 mg,comprimé pelliculé sécable,VALSARTAN KRKA 80 mg  comprimé pelliculé sécable,DOSULÉPINE (CHLORHYDRATE DE),,orale,2244893,62118322,3.75
3130,,solution,12 microgrammes,comprimé enrobé à libération prolongée,BEFIZAL L.P. 400 mg  comprimé enrobé à libération prolongée,FUMARATE DE FORMOTÉROL DIHYDRATÉ,,orale,3293149,62119207,6.38
3131,,solution,0 306 mg,comprimé pelliculé,MOVENTIG 12 5 mg  comprimé pelliculé,MANGANÈSE (SULFATE DE) MONOHYDRATÉ,,orale,5500186,62119972,0
3132,,solution,100 mg,comprimé pelliculé,FINASTERIDE ARROW LAB 1 mg  comprimé pelliculé,LÉVÉTIRACÉTAM,,orale,2760896,62120177,0
3133,,comprimé,500 mg,capsule molle,ISOTRETINOINE ACNETRAIT 10 mg  capsule molle,PARACÉTAMOL,,orale,3611477,62121489,10.60
3134,,gélule,,comprimé pelliculé sécable,LERCANIDIPINE EG 10 mg  comprimé pelliculé sécable,TACROLIMUS MONOHYDRATÉ,,orale,3467572,62121667,4.84
3135,,comprimé,10 mg,crème,DEXATOPIA  crème,CHLORHYDRATE DE BUSPIRONE,,cutanée,2783874,62121674,2.51
3136,,pastille,0 60 mg,comprimé,TABAPASS  comprimé sublingual,AMYLMÉTACRÉSOL,,sublinguale,3864557,62123846,0
3137,,comprimé,5 mg,solution pour perfusion,CIPROFLOXACINE MYLAN PHARMA 200 mg/100 ml  solution pour perfusion,BISACODYL,,intraveineuse,5639681,62124275,0
3138,,comprimé,500 mg,comprimé sécable,TERALITHE 250 mg  comprimé sécable,CLARITHROMYCINE,,orale,3137633,62124478,7.60
3139,,comprimé,160 mg,solution buvable,DESINTEX  solution buvable en ampoule,FÉNOFIBRATE,,orale,3029843,62125473,0
3140,,solution,10 mg,solution buvable,WYSTAMM 1 mg/ml  solution buvable,SOMATROPINE ,,orale,2225602,62125733,0
3141,,gélule,150 mg,comprimé pelliculé,AMLODIPINE/VALSARTAN KRKA 5 mg/80 mg  comprimé pelliculé,PANCRÉATINE ,,orale,3016681,62126664,6.89
3142,,solution,300 mg,solution pour perfusion,MANNITOL 10 POUR CENT MACO PHARMA  solution pour perfusion,ÉCULIZUMAB ,,intraveineuse,3551605,62126714,0
3143,,solution,4 434 g,comprimé sécable,L-THYROXIN HENNING 100 microgrammes  comprimé sécable,ACÉBUTOLOL (CHLORHYDRATE D'),,orale,3011980,62127264,5.75
3144,,solution,,suspension pour inhalation par nébuliseur,BUDESONIDE EG 0 5 mg/2 ml  suspension pour inhalation par nébuliseur en récipient unidose,CHLORHYDRATE D'ÉTELCALCÉTIDE,,inhalée,3672378,62127307,17.04
3145,,solution,0 90 g,comprimé sécable,SPIRONOLACTONE ALTIZIDE ZENTIVA 25 mg/15 mg  comprimé sécable,CHLORURE DE SODIUM,,orale,3673780,62127360,2.90
3146,,solution,150 mg,comprimé pelliculé,KETESSE 25 mg  comprimé pelliculé,OMALIZUMAB ,,orale,3461782,62128284,0
3147,,comprimé,5 00 mg,comprimé orodispersible,DOMPERIDONE ARROW 10 mg  comprimé orodispersible,GLIBENCLAMIDE,,orale,3890709,62128302,1.40
3148,,suspension,4 g,comprimé gastro-résistant(e),BISACODYL ARROW CONSEIL 5 mg  comprimé gastro-résistant,NIFUROXAZIDE,,orale,3013183,62128430,0
3149,,comprimé,200 mg,crème,LAMISILATE 1 %  crème,FIDAXOMICINE,,cutanée,3349625,62128850,0
3150,,comprimé,400 mg,comprimé,AMBROXOL ARROW 30 mg  comprimé,HYMÉCROMONE,,orale,3596134,62129781,0
3151,,comprimé,20 mg,gélule à libération prolongée,VENLAFAXINE RANBAXY LP 75 mg  gélule à libération prolongée,MANIDIPINE (DICHLORHYDRATE DE),,orale,2248023,62129888,5.39
3152,,comprimé,2 50 mg,solution injectable,BENEPALI 25 mg  solution injectable en seringue préremplie,BENDROFLUMÉTHIAZIDE,,sous-cutanée,3009267,62130342,290.34
3153,,solution,2000 UI,comprimé pelliculé,EFAVIRENZ TEVA 600 mg  comprimé pelliculé,ÉPOÉTINE BÊTA ,,orale,2742639,62130958,113.35
3154,,solution,4 00 g,comprimé sécable,LECTIL 16 mg  comprimé sécable,BUTOXYDE DE PIPÉRONYLE,,orale,3520823,62132998,5.57
3155,,comprimé,50 mg,solution pour application,RAMET DALIBOUR  solution pour application locale,AMOXAPINE,,cutanée,3365736,62133146,0
3156,,comprimé,4CH à 30CH et 7DH à 60DH,comprimé pelliculé,SIMVASTATINE CRISTERS 40 mg  comprimé pelliculé,ARSENICUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3670971,62134458,4.10
3157,,solution,25 mg,comprimé gastro-résistant(e),RABEPRAZOLE BIOGARAN 10 mg  comprimé gastro-résistant,MÉTHOTREXATE,,orale,4993989,62134839,2.70
3158,,gélule,10 mg,solution injectable,GAMMATETANOS 250 UI/2 ml  solution injectable (IM),OMÉPRAZOLE,,intramusculaire;sous-cutanée,3289219,62136562,59.26
3159,,comprimé,5 mg,comprimé à libération prolongée,QUETIAPINE RANBAXY LP 400 mg  comprimé à libération prolongée,MINOXIDIL,,orale,3004569,62137575,28.67
3160,,émulsion,3 07 g,crème,GLYCEROL/VASELINE/PARAFFINE EG 15 %/8 %/2 %  crème,GLYCINE,,cutanée,3001199,62139010,2.51
3161,,comprimé,15 mg,comprimé sécable,ATENOLOL RPG 50 mg  comprimé sécable,ARIPIPRAZOLE,,orale,3513639,62139195,2.63
3162,,solution,10 g,gel,BEBEGEL  gel rectal en récipient unidose,GLUCOSE ANHYDRE,,rectale,3166712,62139409,0
3163,,comprimé,500 mg dont 450 mg de diosmine et 50 mg de flavonoïdes exprimés en hespéridine,comprimé pelliculé,NEBIVOLOL/HYDROCHLOROTHIAZIDE TEVA 5/12 5 mg  comprimé pelliculé,FRACTION FLAVONOÏQUE PURIFIÉE MICRONISÉE,,orale,3015592,62140055,4.38
3164,,solution,300 mg,comprimé,AFINITOR 2 5 mg  comprimé,LANADÉLUMAB ,,orale,2678841,62142469,946.63
3165,,solution,0 090 g,solution injectable,GADOVISTAUTO 1 0 mmol/mL  solution injectable en seringue préremplie,SALICYLATE DE SODIUM,,intraveineuse,3017659,62143724,101.77
3166,,plante(s),200 mg,gélule,LOPERAMIDE ZENTIVA CONSEIL 2 mg  gélule,MAUVE,,orale,3496622,62144356,0
3167,,comprimé,550 mg,comprimé pelliculé à libération prolongée,TAMSULOSINE TEVA L.P. 0 4 mg  comprimé pelliculé à libération prolongée,NAPROXÈNE SODIQUE,,orale,2213295,62145376,5.57
3168,,comprimé,35 mg,comprimé pelliculé,PRAVASTATINE MYLAN 40 mg  comprimé pelliculé,RISÉDRONATE MONOSODIQUE,,orale,2184665,62145725,4.10
3169,,comprimé,200 mg,solution buvable,TSOLUDOSE 125 microgrammes  solution buvable en récipient unidose,ENTACAPONE,,orale,3016514,62146161,0
3170,,gel,1 15 g,comprimé,TAMOXIFENE ARROW 20 mg  comprimé,PIMENT DE CAYENNE (EXTRAIT MOU DE),,orale,3647624,62147950,6.45
3171,,suppositoire,0 630 g,comprimé,MINISINTROM 1 mg  comprimé,GLYCÉROL,,orale,3366291,62148714,1.26
3172,,solution,0 100 g,système de diffusion,NUVARING 15 microgrammes/120 microgrammes/24 heures  système de diffusion vaginal,HEXAMIDINE (DIISÉTIONATE D'),,vaginale,3630836,62148867,0
3173,,solution,100 UI,solution pour perfusion,LEVOBUPIVACAINE KABI 1 25 mg/ml  solution pour perfusion,INSULINE HUMAINE RECOMBINANTE ,,péridurale,5869263,62150722,0
3174,,comprimé,0 25 mg,solution injectable,NORDIMET 7 5 mg  solution injectable en stylo prérempli,DICHLORHYDRATE DE PRAMIPEXOLE MONOHYDRATÉ,,sous-cutanée,3007500,62151087,52.10
3175,,comprimé,0 050 mg,poudre pour inhalation en gélule,MIFLONIL 200 microgrammes  poudre pour inhalation en gélule,ÉTHINYLESTRADIOL,,inhalée,3585604,62152730,5.92
3176,,gélule,50 mg,gélule,FLUOXETINE LBR 20 mg  gélule,PRÉGABALINE,,orale,3832729,62152762,2.79
3177,,solution,80 mg équivalent à 8 000 UI activité anti Xa,solution buvable en gouttes,BERBERIS COMPLEXE N°83  solution buvable en gouttes,ÉNOXAPARINE SODIQUE ,,sublinguale,3954214,62153864,0
3178,,comprimé,50 mg,comprimé pelliculé,ENOXOR 200 mg  comprimé pelliculé,LAMOTRIGINE,,orale,3308922,62154101,0
3179,,comprimé,660 mg,comprimé,REPAGLINIDE EG 1 mg  comprimé,CALCIUM (ACÉTATE DE),,orale,3983888,62154877,17.74
3180,,solution,66 75 mg,dispositif,NICOPATCHLIB 21 mg/24 heures  dispositif transdermique,SULFATE D'AMIKACINE,,transdermique,3002427,62155071,5.80
3181,,solution,25 mg,gélule,FLUCONAZOLE ZYDUS 200 mg  gélule,PIPOTIAZINE (PALMITATE DE),,orale,3793745,62156636,34.45
3182,,solution,10 0 g,comprimé à sucer,BUCCOBET 0 1 mg  comprimé à sucer,CHLORURE DE SODIUM,,voie buccale autre,3741470,62157019,0
3183,,solution,500 mg,poudre et  solvant pour solution injectable,STIMU-ACTH 100 microgrammes/mL  poudre et solvant pour solution injectable,RITUXIMAB ,,intraveineuse,3566311,62158320,97.76
3184,,comprimé,7 86 mg,comprimé orodispersible,OLANZAPINE ISOMED 10 mg  comprimé orodispersible,MÉTASULFOBENZOATE SODIQUE DE PREDNISOLONE,,orale,4151285,62158676,0
3185,,comprimé,2 000 mg,comprimé,FOSAMAX 70 mg  comprimé,ACÉTATE DE CYPROTÉRONE,,orale,3595637,62158815,14.79
3186,,poudre,38 5 microgrammes,comprimé sécable,AMISULPRIDE TEVA 200 mg  comprimé sécable,BLINATUMOMAB ,,orale,3665450,62158911,36.14
3187,,comprimé,20 mg,comprimé à croquer,LAROSCORBINE 500 mg SANS SUCRE  comprimé à croquer édulcoré à l'aspartam,ATORVASTATINE,,orale,3584846,62158929,0
3188,,comprimé,50 mg,gélule gastro-résistant(e),LANSOPRAZOLE BGR 30 mg  gélule gastro-résistante,RITONAVIR,,orale,3441549,62159194,1.49
3189,,comprimé,10 mg,comprimé pelliculé,ATOVAQUONE/PROGUANIL TEVA 62 5 mg/25 mg ENFANTS  comprimé pelliculé,DICHLORHYDRATE DE CÉTIRIZINE,,orale,2750030,62159632,0
3190,,gélule,200 mg,comprimé sécable,LISINOPRIL/HYDROCHLOROTHIAZIDE TEVA 20 mg/12 5 mg  comprimé sécable,CÉLÉCOXIB,,orale,3668164,62159778,3.52
3191,,comprimé,1 mg,gélule,FLUCONAZOLE ZENTIVA 50 mg  gélule,RÉPAGLINIDE,,orale,3628176,62160200,12.01
3192,,comprimé,10 mg,comprimé pelliculé,AUBAGIO 14 mg  comprimé pelliculé,CHLORHYDRATE DE MÉMANTINE,,orale,2749989,62160702,691.95
3193,,poudre,120 microgrammes,solution pour pulvérisation,LOMUSOL 4 POUR CENT  solution pour pulvérisation nasale,PEGINTERFÉRON ALFA-2B ,,nasale,3375373,62161583,5.37
3194,,solution,3 500 UI Anti-Xa,lyophilisat,MAXALTLYO 5 mg  lyophilisat oral,TINZAPARINE SODIQUE ,,orale,3479374,62161626,0
3195,,comprimé,10 mg,comprimé,BETAHISTINE MYLAN PHARMA 24 mg  comprimé,DICHLORHYDRATE DE CÉTIRIZINE,,orale,4189856,62161697,5.82
3196,,pommade,5 g,comprimé sécable,CYCLADOL 20 mg  comprimé sécable,DEXPANTHÉNOL,,orale,3360957,62163538,5.12
3197,,comprimé,662 8 mg,comprimé pelliculé,LINEZOLIDE KABI 600 mg  comprimé pelliculé,METFORMINE BASE,,orale,5500487,62163716,0
3198,,pastille,0 60 mg,comprimé pelliculé,CEFUROXIME BIOGARAN 125 mg  comprimé pelliculé,AMYLMÉTACRÉSOL,,orale,3312177,62163958,2.63
3199,,solution buvable en gouttes,4CH à 30CH et 8DH à 60DH,comprimé sécable,PRAVASTATINE TEVA 10 mg  comprimé sécable,MEZEREUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3686311,62164533,4.07
3200,,émulsion,20 mg,dispositif,LISVY 60 microgrammes/24 heures + 13 microgrammes/24 heures  dispositif transdermique,PROPOFOL,,transdermique,2788452,62166751,0
3201,,comprimé,2 mg,comprimé pelliculé sécable,CELIPROLOL ZYDUS 200 mg  comprimé pelliculé sécable,MOLSIDOMINE,,orale,3712474,62167084,14.87
3202,,comprimé,500 mg,comprimé,FLUTAMIDE TEVA 250 mg  comprimé,PARACÉTAMOL,,orale,3611572,62167928,23.85
3203,,solution,250 microgrammes,poudre pour solution à diluer pour perfusion,KADCYLA 100 mg  poudre pour solution à diluer pour perfusion,BÉCLOMÉTASONE (DIPROPIONATE DE),,intraveineuse,5857604,62170212,0
3204,,comprimé,50 mg,comprimé pelliculé,ABACAVIR/LAMIVUDINE MYLAN 600 mg/300 mg  comprimé pelliculé,LOSARTAN POTASSIQUE,,orale,3008345,62170486,144.66
3205,,gélule,50 mg,solution injectable,BEMFOLA 75 UI/0 125 ml  solution injectable en stylo prérempli,NITROFURANTOÏNE,,sous-cutanée,2793909,62170657,17.68
3206,,comprimé,200 mg,comprimé sécable,PREDNISONE MYLAN 20 mg  comprimé sécable,KÉTOPROFÈNE,,orale,3652140,62171435,2.35
3207,,gélule,,solution pour perfusion,TIROFIBAN MEDAC 50 microgrammes/ml  solution pour perfusion,CHLORHYDRATE D'ANAGRÉLIDE MONOHYDRATÉ,,intraveineuse,5859891,62171524,0
3208,,gélule,50 mg,capsule molle,IBUPRADOLL 200 mg  capsule molle,ACÉTATE DE FLÉCAÏNIDE,,orale,2802790,62172505,0
3209,,gélule,67 mg,comprimé,CELLCEPT 500 mg  comprimé pelliculé,FÉNOFIBRATE,,orale,4950454,62173094,50.39
3210,,solution buvable en gouttes,4CH à 30CH et 7DH à 60DH,comprimé,HYPERIUM 1 mg  comprimé,IRIDIUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,4900241,62174246,6.44
3211,,solution,30 g,gélule,ART 50 mg  gélule,GLUCOSE ANHYDRE,,orale,3355293,62174933,0
3212,,pommade,0 10 g,comprimé pelliculé sécable,BISOPROLOL SANDOZ 3 75 mg  comprimé pelliculé sécable,DIFLUCORTOLONE (VALÉRATE DE),,orale,3910091,62175330,4.13
3213,,comprimé,2CH à 30CH et 4DH à 60DH,comprimé pelliculé,ETORICOXIB SANDOZ 60 mg  comprimé pelliculé,SARSAPARILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3009952,62175533,7.91
3214,,poudre,900 mg,comprimé pelliculé,PELARGONIUM PHYTOCLARIX  comprimé pelliculé,DL-LYSINE (ACÉTYLSALICYLATE DE),,orale,3012823,62176699,0
3215,,comprimé,,solution buvable,CHOLECALCIFEROL GERDA 100 000 UI  solution buvable en ampoule,BROMHYDRATE D'ÉLÉTRIPTAN,,orale,3009559,62176770,1.11
3216,,poudre,25 mg,comprimé pelliculé,TOPIRAMATE BIOGARAN 100 mg  comprimé pelliculé,DILTIAZEM (CHLORHYDRATE DE),,orale,3805632,62176877,10.46
3217,,comprimé,40 mg,poudre pour solution injectable,CEFOTAXIME MYLAN 500 mg  poudre pour solution injectable (IM-IV),ATORVASTATINE,,intramusculaire;intraveineuse,5610364,62177527,0
3218,,solution,3 59 g,solution pour application,EFFEDERM  solution pour application cutanée,BICARBONATE DE SODIUM,,cutanée,3227069,62178757,3.72
3219,,comprimé,20 mg,comprimé pelliculé,LOPERAMIDE TEVA 2 mg  comprimé pelliculé,SIMVASTATINE,,orale,3436169,62179122,2.08
3220,,comprimé blanc actif,30 microgrammes,comprimé à libération prolongée,XEROQUEL LP 300 mg  comprimé à libération prolongée,ÉTHINYLESTRADIOL,,orale,4900275,62181041,34.88
3221,,crème,5 g,comprimé,OLIGOSTIM CUIVRE  comprimé,ACICLOVIR,,orale,3327776,62181301,0
3222,,comprimé,5 mg,solution pour application,MINOXIDIL BAILLEUL 5 %  solution pour application cutanée,OLANZAPINE,,cutanée,3689137,62182563,0
3223,,comprimé,100 mg,comprimé pelliculé,PRAVASTATINE EG 40 mg  comprimé pelliculé,ATÉNOLOL,,orale,2190766,62182990,4.10
3224,,solution,100 microgrammes,comprimé pelliculé,IRBESARTAN HYDROCHLOROTHIAZIDE TEVA 300 mg/12 5 mg  comprimé pelliculé,CARBÉTOCINE,,orale,2216885,62183964,10.83
3225,,comprimé,84 24 mg,comprimé sécable,CANDESARTAN ZENTIVA 32 mg  comprimé sécable,FLUVASTATINE SODIQUE,,orale,4962279,62184169,3.75
3226,,solution,0 1 mg,gélule,TALZENNA 1 mg  gélule,ADRÉNALINE,,orale,3018220,62184233,0
3227,,crème,2CH à 30CH et 4DH à 60DH,solution injectable,LARGACTIL 25 mg/5 ml  solution injectable en ampoule,ABROTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,intramusculaire;intraveineuse,3272242,62184888,5.73
3228,,comprimé,10 mg,collyre en solution,DESOMEDINE 0 1 %  collyre en solution,RAMIPRIL,,ophtalmique,3009383,62186241,0
3229,,comprimé,50 mg,solution injectable,CALCIPARINE 7 500 UI/0 3 ml  solution injectable en seringue préremplie (sous cutanée),VORICONAZOLE,,sous-cutanée,5524328,62187140,0
3230,,capsule,0 5 mg,gélule à libération prolongée,DILTIAZEM ZENTIVA L.P. 300 mg  gélule à libération prolongée,DUTASTÉRIDE,,orale,3324418,62187293,4.95
3231,,crème,15 g,comprimé,ACTIQ 1200 microgrammes  comprimé avec applicateur buccal,GLYCÉROL,,voie buccale autre,3584384,62187806,20.46
3232,,comprimé,,gélule,TEMODAL 100 mg  gélule,CEFPODOXIME PROXÉTIL,,orale,5747471,62188712,0
3233,,comprimé,3 mg,comprimé,BUPRENORPHINE SANDOZ 4 mg  comprimé sublingual,IVERMECTINE,,sublinguale,3897077,62189294,5.90
3234,,suspension,15 microgrammes d'hémagglutinine,comprimé pelliculé sécable,CETIRIZINE RANBAXY MEDICATION OFFICINALE 10 mg  comprimé pelliculé sécable,ANTIGÈNES DE SURFACE DE VIRUS DE LA GRIPPE  INACTIVÉ  SOUCHE A/BRISBANE/02/2018 (H1N1)PDM09 - SOUCHE ANALOGUE (A/BRISBANE/02/2018  IVR-190) ,,orale,3991089,62190827,0
3235,,poudre,100 mg,comprimé dispersible sécable,BETAMETHASONE EG 2 mg  comprimé dispersible sécable,AMOXICILLINE ANHYDRE,,orale,3887819,62191473,2.50
3236,,comprimé,200 0 mg,comprimé sécable,SOTALOL SANDOZ 160 mg  comprimé sécable,SULINDAC,,orale,3680745,62193524,2.66
3237,,solution,2 5 mg,comprimé,PRAZEPAM ARROW 10 mg  comprimé,CHOLÉCALCIFÉROL,,orale,3533984,62193983,2.00
3238,,comprimé,50 00 mg,comprimé,ALLOPURINOL SANDOZ 300 mg  comprimé,ACÉTATE DE CYPROTÉRONE,,orale,3659716,62194918,2.04
3239,,solution,6 69 mg,comprimé,MANIDIPINE RATIOPHARM 20 mg  comprimé,BÉSILATE DE CISATRACURIUM,,orale,3783793,62195087,5.32
3240,,comprimé,2CH à 30CH et 4DH à 60DH,collyre en suspension,BRINZOLAMIDE CRISTERS 10 mg/ml  collyre en suspension,FERRUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,ophtalmique,3004632,62196488,4.07
3241,,solution,300 Unités,solution injectable,IMETH 15 mg/0 6 ml  solution injectable en seringue préremplie,INSULINE GLARGINE ,,intramusculaire;sous-cutanée,3001638,62197024,64.08
3242,,comprimé,2 mg,comprimé,TRIMEBUTINE ARROW 100 mg  comprimé,RÉPAGLINIDE,,orale,5766385,62198667,0
3243,,solution,0 5 mg,comprimé orodispersible,EBASTINE ZENTIVA 10 mg  comprimé orodispersible,ADRÉNALINE,,orale,2770268,62199609,4.01
3244,,gélule,,solution injectable,BINOCRIT 6000 UI/0 6 ml  solution injectable en seringue pré-remplie,BROMHYDRATE DE GALANTAMINE,,intraveineuse;sous-cutanée,3821588,62200552,212.50
3245,,gélule,200 mg,comprimé pelliculé,RANITIDINE MYLAN 150 mg  comprimé pelliculé,FLUCONAZOLE,,orale,3466006,62200673,7.53
3246,,comprimé,45 113 mg,émulsion pour perfusion,OLIMEL N7E  émulsion pour perfusion,PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ,,intraveineuse,3866059,62201138,157.58
3247,,poudre,0 389 mg,gélule,PREGABALINE PFIZER 150 mg  gélule,INDACATÉROL (MALÉATE D'),,orale,2793861,62201565,15.57
3248,,comprimé,0 4 mg,comprimé pelliculé,ABACAVIR/LAMIVUDINE ZENTIVA 600 mg/300 mg  comprimé pelliculé,MOXONIDINE,,orale,3014852,62202005,144.66
3249,,solution,5 mg,comprimé,PERINDOPRIL/INDAPAMIDE ARROW 4 mg/1 25 mg  comprimé,MÉTILSULFATE DE NÉOSTIGMINE,,orale,3919666,62202037,3.64
3250,,comprimé,75 00 mg,comprimé orodispersible,ONDANSETRON EG 8 mg  comprimé orodispersible,SPIRONOLACTONE,,orale,3003165,62202293,4.71
3251,,comprimé,200 mg,solution à diluer pour perfusion,VIPERFAV  solution à diluer pour perfusion,OFLOXACINE,,intraveineuse,5621540,62203018,0
3252,,comprimé,5 mg,gélule gastro-résistant(e),LANSOPRAZOLE MYLAN 30 mg  gélule gastro-résistante,OLANZAPINE,,orale,3810490,62204134,2.70
3253,,comprimé,2 5 mg,gélule,AMLODIPINE PFIZER 5 mg  gélule,ZOLMITRIPTAN,,orale,3334167,62204255,4.36
3254,,crème,3CH à 30CH et 5DH à 60DH (crème à 4 %),comprimé pelliculé sécable,NISIS 40 mg  comprimé pelliculé sécable,AURUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3790563,62204262,5.28
3255,,comprimé,20 mg,poudre et  solvant pour solution injectable,TROBICINE 2 g  poudre et solvant pour solution injectable,SIMVASTATINE,,intramusculaire,3161695,62205535,4.42
3256,,comprimé,0 133 g,suspension buvable,INOVELON 40 mg/ml  suspension buvable,PARACÉTAMOL,,orale,2206912,62205873,103.64
3257,,comprimé,10 mg,comprimé enrobé sécable,ACUITEL 5 mg  comprimé enrobé sécable,OLANZAPINE,,orale,3729635,62206135,6.45
